site_id,name,latitude,longitude,operator,n_refill_points,max_power_kw,connector_types,type_of_site,Carretera,Tipo_de_via
1ALUEAAOH9VFTR9KAP99,TotalEnergies - Rest. Las Termas de Segobriga,39.92119,-2.812738,"TotalEnergies Charging Services España, SLU",5,100.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,A-3,Autopista libre\Autovía
FJQYRKEYKYCTBFBVS00Y,"Repsol ES, Febrer 10",39.602444,2.674497,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,Ma-13,Autopista libre\Autovía
2024000598,E-H-Gibraleon-001,37.37669,-6.962499,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,,N-431,Carretera convencional
2023003603,61945049570022,37.98403,-0.68426,"ENDESA X WAY, S.L.",2,3.94,iec62196T2,openSpace,N-332,Carretera convencional
2024000221,NA-Olite-001,42.493904,-1.665235,IBERDROLA CLIENTES S.A.U,4,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,N-121,
2023002505,62225022070026,41.54643,2.026242,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,C-58,Autopista libre\Autovía
RJQ2ODCTMKACZQ2Y3ECB,"Repsol ES, Reza",42.351295,-7.894788,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,OU-11,Multicarril
2023002506,62225022070028,41.546417,2.026212,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,C-58,Autopista libre\Autovía
6PTZKHFYNGRKGSLXHQYW,"Repsol ES,  ASTIGI IBERICA S.L. I",37.526638,-5.085269,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-4,Autopista libre\Autovía
2024000322,MA-Malaga-058,36.71679,-4.46148,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,onstreet,MA-20,Autopista libre\Autovía
P22VEFZ4ZRBFTANYGHQ6,Club de Padel La Moraleja - Alcobendas,40.52914,-3.640267,Punto Recargas SL,18,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,A-1,Autopista libre\Autovía
2024004159,Otero de las Dueñas,42.7846,-5.783691,WENEA EMOBILITY SERVICES S.L.,4,100.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,AP-66,Autopista peaje
2024000740,M-Mostoles-006,40.34168,-3.86029,IBERDROLA CLIENTES S.A.U,1,50.0,chademo|iec62196T2COMBO,onstreet,A-5,Autopista libre\Autovía
2023002507,62225022070025,41.54641,2.026182,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,C-58,Autopista libre\Autovía
2025000101,L-Vinaixa-001,41.429195,0.971549,IBERDROLA CLIENTES S.A.U,6,120.0,iec62196T2|iec62196T2COMBO,onstreet,N-240,Carretera convencional
2023002508,62228022090023,41.5464,2.026152,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,C-58,Autopista libre\Autovía
2024005852,SN2311170983,37.18494,-1.925834,"ENDESA X WAY, S.L.",3,60.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-7S,Autopista libre\Autovía
2023004067,Madrid_3,40.442863,-3.586386,Naturgy Iberia,1,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,M-21,Autopista libre\Autovía
2024007402,Supermercado Consum Torreblanca,40.21912,0.1996,"ERANOVUM E-MOBILITY, S.L.",2,30.0,iec62196T2|iec62196T2COMBO,openSpace,N-340,Carretera convencional
P8GDXS6RJZKNWEUURTLP,E-IB-Indioteria-002,39.5939,2.669094,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,openSpace,Ma-13,Autopista libre\Autovía
2023002509,62225022070027,41.546387,2.026122,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,C-58,Autopista libre\Autovía
2023003940,20XM32T8KK4AR00002,37.77904,-3.756766,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-323,Carretera convencional
TR8RQKAXJ34JKRVE4H5H,IONITY Saelices,39.916893,-2.798337,IONITY GmbH Sucursal en España,6,350.0,iec62196T2COMBO,openSpace,A-3,Autopista libre\Autovía
TRILIAABX8C3FZB5UBW2,CO-CORDOBA-24,37.893726,-4.749551,IBERDROLA CLIENTES S.A.U,1,50.0,iec62196T2COMBO,,CO-31,Autopista libre\Autovía
AGMCALWEMXKL9Z1MONOP,E-GR-Niguelas-001,36.974392,-3.556504,IBERDROLA CLIENTES S.A.U,6,22.0,iec62196T2,openSpace,A-44,Autopista libre\Autovía
2024005496,C6E06BCC21JJYLAUNY,42.36835,3.157236,"ENDESA X WAY, S.L.",2,60.0,iec62196T2COMBO,openSpace,N-260,Carretera convencional
PUOGIJ1PBJJ5SP8JLO6X,Montcada i Reixac - CIRCUTOR EdRSR 1,41.48436,2.187951,"Etecnic Movilidad Electrica, SRL",2,7.0,domesticF|iec62196T2,other,C-33,Autopista peaje
0PGJUNW4MVKFGORIB33T,"Mercadona, Av. de la Jarea, Zaragoza",41.76558,-1.125518,REPSOL SOLUCIONES ENERGÉTICAS SA,4,22.17,iec62196T2,openSpace,A-68,Multicarril
YSQ0WOQBE6YJYSDA9OJE,QWELLO - Centro Comercial Parque Mediterráneo,37.623592,-0.9502591,QWELLO España SL,18,22.0,iec62196T2,openSpace,A-30,Autopista libre\Autovía
RE7YCG6I4WKZBNSJGCH2,CARREFOUR  AZABACHE,43.414654,-5.796494,CENTROS COMERCIALES CARREFOUR SA,1,50.0,chademo|iec62196T2COMBO,openSpace,A-66,Autopista libre\Autovía
2024004752,M-Alcorcon-018,40.34238,-3.85069,IBERDROLA CLIENTES S.A.U,8,22.0,iec62196T2,onstreet,M-50,Autopista libre\Autovía
7VROEYKPGH9ZNZA3NT10,"Repsol ES, Villarce Madrid",42.33028,-3.700475,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,BU-11,Multicarril
QOTE5OWWPZZ5DHRTDSMR,"Repsol ES, CRED CIM Vallés",41.53979,2.186993,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,AP-7N,Autopista peaje
2024000405,GR-Baza-002,37.50821,-2.73867,IBERDROLA CLIENTES S.A.U,4,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-92N,Autopista libre\Autovía
2025000296,"Granada, Spain - Urban",37.143806,-3.605513,Tesla Spain SLU,8,250.0,iec62196T2COMBO,openSpace,GR-30,Autopista libre\Autovía
BUV5J8ET4AMQENF72J71,9030 - Sant Celoni,41.685814,2.492956,"BONPREU, S.A.U.",1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,AP-7N,Autopista peaje
2024002195,E-A-Elche/Elx-001,38.26375,-0.69222,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,onstreet,N-340,Carretera convencional
2023003589,61922022610009,37.1612,-5.9388,"ENDESA X WAY, S.L.",2,21.06,iec62196T2,openSpace,N-4,Carretera convencional
8YI6DDECSZGBM081C2ZU,FAST Carlisto,40.923546,-4.1123247,"Emovili Fast, S.L.",2,180.0,iec62196T2COMBO,onstreet,AP-61,Autopista peaje
2024000355,T-Reus-005,41.14483,1.131461,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2COMBO,openSpace,N-420,Multicarril
2023002364,AhorraMas Paseo de las Artes,40.25824,-3.694057,EDP CLIENTES SAU,4,22.0,iec62196T2,onstreet,A-4,Autopista libre\Autovía
XOAPP6R26WJIUHY300K2,Majadahonda - Centro Comercial Gran Plaza 2,40.489834,-3.898724,CHARG-ELECTRA SPAIN SL,8,200.0,iec62196T2COMBO,,M-50,Autopista libre\Autovía
6BMFIHMG3A23TX2UPING,Estación Ruta del Ferro de Ripoll,42.21382,2.208035,CHARGING TOGETHER SL,4,120.0,iec62196T2COMBO,onstreet,N-260,Carretera convencional
2025000021,E-GI-Figueres-002,42.25903,2.956025,IBERDROLA CLIENTES S.A.U,6,22.0,iec62196T2,,N-2A,Carretera convencional
2024000351,SE-ElArahal-001,37.24716,-5.552974,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,A-92,Autopista libre\Autovía
2024001049,C-Betanzos-002,43.275963,-8.214091,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2COMBO,onstreet,N-6,Carretera convencional
2024002099,E-B-SantQuirzeDelValles-001,41.529377,2.089399,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,,C-58,Autopista libre\Autovía
2024004592,Hotel Don Candido,41.55242,2.0081496,"Galp Energía España, S.A.U.",2,14.8,iec62196T2,openSpace,C-16,Autopista peaje
2024006432,"Majadahonda, Spain",40.48992,-3.898723,Tesla Spain SLU,8,250.0,iec62196T2COMBO,inBuilding,M-50,Autopista libre\Autovía
M8LFEAPADSPJG4J1XFXG,CARREFOUR GRANADA,37.15521,-3.609714,CENTROS COMERCIALES CARREFOUR SA,1,50.0,chademo|iec62196T2COMBO,openSpace,GR-30,Autopista libre\Autovía
2023004097,ES La Gaviota - Albacete,39.02962,-1.8881468,(ZUNDER) Grupo Easychargar SA,2,100.0,iec62196T2COMBO,onstreet,A-31,Autopista libre\Autovía
2024000549,SE-Sevilla-025,37.429436,-5.968687,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2COMBO,openSpace,SE-20,Multicarril
2024006839,E-S-ElAstillero-001,43.394318,-3.821002,IBERDROLA CLIENTES S.A.U,4,22.0,iec62196T2,,S-30,Autopista libre\Autovía
PIYNGDAFKRLGYOYFYIZ2,UTA Park Rubí,41.46909,2.030024,"Wenea Services Spain, S.L.",6,240.0,iec62196T2COMBO,onstreet,AP-7N,Autopista peaje
6A4GL9CKNCG3I0HNVGQB,Calle Arzobispo Morcillo 4,40.481194,-3.6910412,QWELLO España SL,4,22.0,iec62196T2,openSpace,M-30,Autopista libre\Autovía
2023002697,Albir Colonial - Finestrat,38.537148,-0.1784732,"ERANOVUM E-MOBILITY, S.L.",2,100.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-332,Multicarril
KMT9VXV5UPPZO2PP69CS,CC PLAZA ELÍPTICA,42.231472,-8.720774,REMO SUSTAINABLE MOBILITY S.L,6,66.0,iec62196T2|iec62196T2COMBO,inBuilding,A-55,Multicarril
2023003531,21XP22T3KKJAK00569,42.370075,1.772786,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,N-260,Carretera convencional
2024002116,E-A-Petrer-003,38.4852,-0.77131,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,,A-31,Autopista libre\Autovía
YQLCSCGJ4IAHERKPPQH5,Estación bonÀrea - Cambrils,41.078514,1.039429,CHARGING TOGETHER SL,2,150.0,iec62196T2COMBO,onstreet,AP-7N,Autopista libre\Autovía
2024000603,O-OVIEDO-038,43.3536,-5.8383,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,onstreet,A-66,Autopista libre\Autovía
2024004579,Parque Comercial Bahia Real (FASE 1),43.425076,-3.8394203,"Galp Energía España, S.A.U.",8,11.0,iec62196T2,,S-10,Autopista libre\Autovía
2025000108,Hotel Flor del Rio,43.31192,-8.2898,Atlante Iberia S.L.,1,150.0,iec62196T2COMBO,onstreet,N-6,Multicarril
2024005892,C6E06BCC21QRPYHBAK,39.429295,-0.782346,"ENDESA X WAY, S.L.",2,60.0,iec62196T2COMBO,openSpace,N-3,Carretera convencional
2023002175,Rector,43.243244,-5.775912,EDP CLIENTES SAU,2,7.4,iec62196T2,onstreet,A-66,Autopista libre\Autovía
UUX8MDOTXXTKNBASHQEM,El Prat de Llobregat,41.33146,2.093881,"Etecnic Movilidad Electrica, SRL",6,55.0,chademo|iec62196T2|iec62196T2COMBO,other,C-31,Autopista libre\Autovía
2024002255,GC-LasPalmasDeGranCanaria-016,28.09415,-15.415985,IBERDROLA CLIENTES S.A.U,2,7.36,iec62196T2,,GC-1 AM,Multicarril
2024004757,LU-Mondoñedo-001,43.42798,-7.369983,IBERDROLA CLIENTES S.A.U,4,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,N-634,Carretera convencional
ZDXJZZ0LLXTRSYDNAPKP,Conquistador_Pl de la Reina,39.56874,2.6469734,"EMAYA, S.A.",1,7.36,iec62196T2,onstreet,Ma-19,Autopista libre\Autovía
2024000296,CS-Geldo-001,39.83436,-0.467797,IBERDROLA CLIENTES S.A.U,2,320.0,iec62196T2COMBO,onstreet,A-23,Autopista libre\Autovía
2025000488,JV_Porsche HPC_AVENIDA CASTELLON 25 - 02,39.83436,-0.467797,CHARGING TOGETHER SL,2,300.0,iec62196T2COMBO,onstreet,A-23,Autopista libre\Autovía
2024006443,"Hernani, Spain",43.276432,-1.987754,Tesla Spain SLU,8,250.0,iec62196T2COMBO,openSpace,AP-8,Autopista peaje
HOYHQM81DH0X4O0XJZ53,US_375_Numancia de la Sagra I,40.083004,-3.86535,"PLENOIL, S.L.",1,60.0,iec62196T2COMBO,onstreet,A-42,Autopista libre\Autovía
FGAZYSDCSTSAYKLVRSWO,Ajuntament de Martorell - SELBA EdRSR 3,41.478325,1.911591,"Etecnic Movilidad Electrica, SRL",2,22.0,iec62196T2,other,Enlace AP-7/A-2 (Martorell),Autopista libre\Autovía
2024001024,E-HU-Barbastro-002,42.00594,0.141634,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,,N-240,Carretera convencional
2024002165,E-GC-SanBartolomeDeTirajana-001,27.7727,-15.5469,IBERDROLA CLIENTES S.A.U,2,11.0,iec62196T2,,GC-1,Autopista libre\Autovía
2025000294,"Saelices, Spain",39.91699,-2.798463,Tesla Spain SLU,4,250.0,iec62196T2COMBO,openSpace,A-3,Autopista libre\Autovía
2024005142,20XM32T8KK4AR00022,39.429363,-0.781944,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-3,Carretera convencional
2024002121,H-HUELVA-009,37.2719,-6.921958,IBERDROLA CLIENTES S.A.U,2,100.0,iec62196T2COMBO,openSpace,H-30,Autopista libre\Autovía
2024003523,Tordesillas,41.515945,-5.019691,IONITY GmbH Sucursal en España,6,350.0,iec62196T2COMBO,onstreet,A-6,Autopista libre\Autovía
2025000545,Porsche_HPC_McDonald's Santa Faz,38.382797,-0.451484,CHARGING TOGETHER SL,2,350.0,iec62196T2COMBO,openSpace,N-334,Multicarril
2024000484,A-Alicante-030,38.382797,-0.451484,IBERDROLA CLIENTES S.A.U,2,350.0,iec62196T2COMBO,openSpace,N-334,Multicarril
2023004126,Aranda de Duero - Prado Sport,41.653645,-3.7019217,(ZUNDER) Grupo Easychargar SA,4,120.0,iec62196T2|iec62196T2COMBO,onstreet,N-1,Carretera convencional
ZHHVCWAYPEK1CW1UM5IX,Conquistador_Motos,39.568752,2.6470082,"EMAYA, S.A.",1,3.68,domesticF,onstreet,Ma-19,Autopista libre\Autovía
2025000540,ES_BP_ISIDORO,40.4821,-3.3965,CHARGING TOGETHER SL,6,150.0,chademo|iec62196T2COMBO,onstreet,A-2,Autopista libre\Autovía
FCCH1BM73QR2OHCW0AGL,"Mercadona, Dolores Ibárruri, Valencia",39.4797,-0.424249,REPSOL SOLUCIONES ENERGÉTICAS SA,4,22.17,iec62196T2,openSpace,V-30,Autopista libre\Autovía
2024001098,A-Finestrat-011,38.533257,-0.172169,IBERDROLA CLIENTES S.A.U,8,22.0,iec62196T2,openSpace,N-332,Multicarril
2023002414,AhorraMas Guadalajara Méjico,40.629383,-3.1877,EDP CLIENTES SAU,2,22.0,iec62196T2,onstreet,A-2,Autopista libre\Autovía
2024001929,E-T-Vandellos-001,41.000397,0.916593,IBERDROLA CLIENTES S.A.U,6,22.0,iec62196T2,,A-7,Autopista libre\Autovía
EACDEB2IZKSSE32MSPUU,Parking P4 BARICENTRO,41.508083,2.140105,"ELECSUM FOTOVOLTAICA, S.L.U.",17,60.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,AP-7N,Autopista peaje
OOFLHSBZZJ8DKPN4N0WA,Estación Madese de Recarga Eléctrica,36.707985,-4.433444,ESTACION DE SERVICIO AYALA S.L.,1,65.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,MA-22,Multicarril
2024002426,E-V-Oliva-002,38.918655,-0.113484,IBERDROLA CLIENTES S.A.U,6,22.0,iec62196T2,,N-332,Carretera convencional
2023003626,61925025260005,39.961124,-4.843849,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-502A,Carretera convencional
BRWFRZXUPCTYJRWTV1OY,Alcazaba Vive Lagoon Restaurant,36.41467,-5.2251544,"Emovili Fast, S.L.",2,22.0,iec62196T2,onstreet,AP-7S,Autopista peaje
2024000555,E-SE-Gines-001,37.379528,-6.081054,IBERDROLA CLIENTES S.A.U,6,22.0,iec62196T2,,A-49,Autopista libre\Autovía
LKSU3MOTGH1MISQOUCLC,"Repsol ES, CRED C.T.M.",40.3663,-3.655268,REPSOL SOLUCIONES ENERGÉTICAS SA,2,180.0,chademo|iec62196T2COMBO,openSpace,M-40,Autopista libre\Autovía
2024007027,Ayuntamiento de Almoines,38.94114,-0.1833378,"FENIE ENERGIA, SA",1,22.0,iec62196T2,onstreet,AP-7N,Autopista libre\Autovía
2024001070,E-OU-Ourense-004,42.34324,-7.853364,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,,N-120A,Carretera convencional
XAN1KWP9ZXWTSRIXCFHS,"Repsol ES, La Planilla",42.302677,-1.974797,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-232,Carretera convencional
V1Y1NZ4GXW6DI9KHB3ZL,"Repsol ES, CRED Benidorm",38.559322,-0.134794,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,AP-7N,Autopista libre\Autovía
2023004109,Burgos - Av. Cantabria,42.345863,-3.6869256,(ZUNDER) Grupo Easychargar SA,2,180.0,iec62196T2COMBO,onstreet,BU-11,Multicarril
2024004155,Padel Indoor Tarrega,41.663506,1.133481,WENEA EMOBILITY SERVICES S.L.,4,150.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,A-2,Autopista libre\Autovía
V22XCCDM4JXK8SWQ5XZB,"Repsol ES, Gasolinera el Jardín, S.L.",43.538563,-7.054475,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,A-8,Autopista libre\Autovía
2024000110,E-M-AlcalaDeHenares-011,40.50825,-3.352892,IBERDROLA CLIENTES S.A.U,4,22.0,iec62196T2,,A-2,Autopista libre\Autovía
2024003895,E-IB-PalmaDeMallorca-013,39.571407,2.680355,IBERDROLA CLIENTES S.A.U,8,22.0,iec62196T2,,Ma-20,Autopista libre\Autovía
2024005679,23XP22T3KKJCK00890,40.439404,-3.835607,"ENDESA X WAY, S.L.",2,11.0,iec62196T2,openSpace,M-40,Autopista libre\Autovía
2025000320,E-Z-Calatayud-001,41.374615,-1.577303,IBERDROLA CLIENTES S.A.U,2,7.3,iec62196T2,onstreet,A-2,Autopista libre\Autovía
2024006611,CARRETERA ALDEHUELA 67 (1),41.506645,-5.728588,"FENIE ENERGIA, SA",1,11.0,iec62196T2,openSpace,ZA-20,Multicarril
2024006605,CARRETERA ALDEHUELA 67 (3),41.506645,-5.728588,"FENIE ENERGIA, SA",1,11.0,iec62196T2,openSpace,ZA-20,Multicarril
2024006602,CARRETERA ALDEHUELA 67 (2),41.506645,-5.728588,"FENIE ENERGIA, SA",1,11.0,iec62196T2,openSpace,ZA-20,Multicarril
2024006606,(en reparacion) CARRETERA ALDEHUELA 67 (4),41.506645,-5.728588,"FENIE ENERGIA, SA",1,11.0,iec62196T2,openSpace,ZA-20,Multicarril
2024006607,CARRETERA ALDEHUELA 67 (5),41.506645,-5.728588,"FENIE ENERGIA, SA",1,11.0,iec62196T2,openSpace,ZA-20,Multicarril
TC2LOB86C2HMNHUXCTG6,TotalEnergies - Padel Indoor Tarrega,41.663532,1.133505,"TotalEnergies Charging Services España, SLU",4,150.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,A-2,Autopista libre\Autovía
2024007300,Supermercado Consum Oliva,38.92141,-0.1143,"ERANOVUM E-MOBILITY, S.L.",2,30.0,iec62196T2|iec62196T2COMBO,openSpace,N-332,Carretera convencional
2025000295,"Totana, Spain",37.77606,-1.454229,Tesla Spain SLU,8,250.0,iec62196T2COMBO,openSpace,A-7,Autopista libre\Autovía
2024005627,22XP22T3KK4AK00030,39.905,-4.01739,"ENDESA X WAY, S.L.",2,21.0,iec62196T2,openSpace,A-42,Autopista libre\Autovía
2024002301,Z-Alagon-001,41.76583,-1.12663,IBERDROLA CLIENTES S.A.U,4,50.0,chademo|iec62196T2|iec62196T2COMBO,,A-68,Multicarril
2024007409,BOJ Hipermueble Avilés,43.57078,-5.92417,"ERANOVUM E-MOBILITY, S.L.",1,120.0,iec62196T2|iec62196T2COMBO,openSpace,N-632A,Carretera convencional
2024005738,SN2112240159,43.31329,-1.876663,"ENDESA X WAY, S.L.",2,150.0,iec62196T2COMBO,openSpace,AP-8,Autopista peaje
QL8FM3KWQU8JJPVE3HD3,Oviedo - Llamaquique,43.35941,-5.85481,P-APP & WEB SERVICIOS DIGITALES S.L.U.,26,7.59,iec62196T2,inBuilding,O-12,Autopista libre\Autovía
Z3TWPG9SYNWS0JJNVEIX,"Repsol ES, ZUERA (SERVIBAYO S.L.)",41.856663,-0.793702,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,N-330,Carretera convencional
6HAOKHROJEMJJVGQ6QXM,"Repsol ES, Buenos Aires SA",40.27685,-3.699617,REPSOL SOLUCIONES ENERGÉTICAS SA,1,50.0,chademo|iec62196T2COMBO,openSpace,M-50,Autopista libre\Autovía
2024005623,22XP22T3KK4AK00031,39.90503,-4.017392,"ENDESA X WAY, S.L.",2,21.0,iec62196T2,openSpace,A-42,Autopista libre\Autovía
2023003006,62118016990001,38.26399,-0.691958,"ENDESA X WAY, S.L.",2,11.0,iec62196T2,openSpace,N-340,Carretera convencional
2025000341,CARREFOUR ACTUR,41.67683,-0.890236,CENTROS COMERCIALES CARREFOUR SA,1,150.0,iec62196T2COMBO,openSpace,A-2,Autopista libre\Autovía
2024006892,US_130_San_Fernando,36.453655,-6.217582,"PLENOIL, S.L.",1,60.0,iec62196T2,onstreet,CA-33,Multicarril
2024002204,E-L-Lleida-003,41.60495,0.628606,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,onstreet,LL-12,Autopista libre\Autovía
2024003840,B-EspluguesdeLlobregat-002,41.37751,2.092123,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,,B-20,Autopista libre\Autovía
2025000322,V-ALFAFAR-005,39.415886,-0.381488,IBERDROLA CLIENTES S.A.U,6,22.0,iec62196T2,onstreet,V-31,Autopista libre\Autovía
2024005680,23XP22T3KKJCK00889,40.439434,-3.835637,"ENDESA X WAY, S.L.",2,11.0,iec62196T2,openSpace,M-40,Autopista libre\Autovía
2024005658,C6E06BCC21TZCCUCVQ,37.57366,-4.650703,"ENDESA X WAY, S.L.",2,60.0,iec62196T2COMBO,openSpace,N-331,Carretera convencional
2023003262,1591000918,41.380024,2.189042,"ENDESA X WAY, S.L.",2,22.0,iec62196T2,openSpace,B-10,Autopista libre\Autovía
VVJBGQ6TDFWBVPQ2OWCP,Ajuntament de Roura -,41.223045,1.21702,"Etecnic Movilidad Electrica, SRL",3,59.0,iec62196T2|iec62196T2COMBO,other,A-27,Autopista libre\Autovía
2024007403,Tanatorio Arriondas,43.38326,-5.18566,"ERANOVUM E-MOBILITY, S.L.",2,60.0,iec62196T2|iec62196T2COMBO,openSpace,N-634,Carretera convencional
2024000851,M-Getafe-008,40.27068,-3.699337,IBERDROLA CLIENTES S.A.U,8,22.0,iec62196T2,openSpace,M-50,Autopista libre\Autovía
2023002812,62104044710015,41.67503,-4.723948,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,VA-20,Multicarril
2024006425,"Xinzo de Limia, Spain",42.078247,-7.715945,Tesla Spain SLU,12,250.0,iec62196T2COMBO,openSpace,A-52,Autopista libre\Autovía
2024002338,E-CR-Puertollano-002,38.690544,-4.109281,IBERDROLA CLIENTES S.A.U,2,22.0,iec62196T2,,N-420,Carretera convencional
2024000235,V-Carlet-001,39.233288,-0.489723,IBERDROLA CLIENTES S.A.U,2,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,A-7,Autopista libre\Autovía
2024002228,AB-Albacete-002,39.0009,-1.849593,IBERDROLA CLIENTES S.A.U,4,50.0,chademo|iec62196T2|iec62196T2COMBO,onstreet,A-31,Autopista libre\Autovía
2025000459,JV_CAMINO ARTZANEGI 1 - 01,43.004578,-1.895971,CHARGING TOGETHER SL,4,100.0,iec62196T2|iec62196T2COMBO,onstreet,A-15,Autopista libre\Autovía
2025000665,ES_BP_SAN MARTIN I,40.35755,-3.837793,CHARGING TOGETHER SL,2,150.0,iec62196T2COMBO,onstreet,A-5,Autopista libre\Autovía
2024006316,SN2206300672,40.45589,0.449965,"ENDESA X WAY, S.L.",2,150.0,iec62196T2COMBO,openSpace,N-340A,Carretera convencional
D0PY1CM0MR5RRAMSBTSD,"Repsol, Torre Emperador planta -5",40.479477,-3.686818,REPSOL SOLUCIONES ENERGÉTICAS SA,2,7.36,iec62196T2,inBuilding,M-30,Autopista libre\Autovía
1WQEDZAGF7RFDJT7GYZX,"Repsol, Torre Emperador planta -6",40.479477,-3.686818,REPSOL SOLUCIONES ENERGÉTICAS SA,19,7.36,iec62196T2,inBuilding,M-30,Autopista libre\Autovía
ARNUBUPWDA1P5Y7FWNJ1,Alcobendas - Calle de Anabel Segura,40.534546,-3.627067,CHARGING TOGETHER SL,3,100.0,iec62196T2|iec62196T2COMBO,onstreet,A-1,Autopista libre\Autovía
2024004502,Cornellá - C/Progrés,41.34822,2.0819564,"Galp Energía España, S.A.U.",1,120.0,iec62196T2COMBO,onstreet,A-2,Autopista libre\Autovía
2023002811,62104044710016,41.67503,-4.723978,"ENDESA X WAY, S.L.",3,50.0,chademo|iec62196T2|iec62196T2COMBO,openSpace,VA-20,Multicarril
ORVVSTLZZWOTBDYIOKVK,Q8 Gasolinera Higuerón,37.429707,-5.968926,CHARGING TOGETHER SL,2,100.0,chademo|iec62196T2COMBO,onstreet,SE-20,Multicarril
2024000334,NA-Lekunberri-002,43.004612,-1.896017,IBERDROLA CLIENTES S.A.U,4,100.0,iec62196T2|iec62196T2COMBO,onstreet,A-15,Autopista libre\Autovía
UDLVTMVMNRZZQUTBVL83,COSTCO GETAFE CENTRO COMERCIAL,40.28298,-3.68713,COSTCO WHOLESALE SPAIN SLU,11,7.4,iec60309x2single16,openSpace,M-50,Autopista libre\Autovía
3GL5WHRNAGIU8OUWYSXH,COSTCO GETAFE,40.28298,-3.68713,COSTCO WHOLESALE SPAIN SLU,1,180.0,iec62196T2COMBO,openSpace,M-50,Autopista libre\Autovía
2024005681,23XP22T3KKJCK00886,40.439465,-3.835667,"ENDESA X WAY, S.L.",2,11.0,iec62196T2,openSpace,M-40,Autopista libre\Autovía
BC9TRXH0FF2AWEGTDBV4,Sant Cugat del Vallès - Centro Comercial Sant Cugat,41.482857,2.053379,CHARG-ELECTRA SPAIN SL,8,200.0,iec62196T2COMBO,,B-30,Autopista libre\Autovía
